instant,dateday,season,year,month,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,count,season_labels,actual_temp,weather_labels
633,2012-09-24,4,1,Sep,0,,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Winter,21.080847000000002,Clear
634,2012-09-25,4,1,Sep,0,,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,Winter,22.55,Clear
635,2012-09-26,4,1,Sep,0,,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Winter,26.035,Clear
636,2012-09-27,4,1,Sep,0,,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Winter,26.650000000000002,Mist
637,2012-09-28,4,1,Sep,0,,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Winter,25.385847000000002,Mist
638,2012-09-29,4,1,Sep,0,,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Winter,22.2425,Clear
639,2012-09-30,4,1,Sep,0,,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Winter,21.593347,Clear
640,2012-10-01,4,1,Oct,0,,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Winter,21.354153,Mist
641,2012-10-02,4,1,Oct,0,,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,Winter,24.224153,Light Rain
642,2012-10-03,4,1,Oct,0,,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,Winter,26.9575,Mist
643,2012-10-04,4,1,Oct,0,,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,Winter,26.9575,Mist
644,2012-10-05,4,1,Oct,0,,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,Winter,25.215,Clear
645,2012-10-06,4,1,Oct,0,,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,Winter,22.720847,Clear
646,2012-10-07,4,1,Oct,0,,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,Winter,17.049153,Mist
647,2012-10-08,4,1,Oct,1,,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,Winter,15.716652999999999,Mist
648,2012-10-09,4,1,Oct,0,,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,Winter,18.313347,Mist
649,2012-10-10,4,1,Oct,0,,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,Winter,21.080847000000002,Clear
650,2012-10-11,4,1,Oct,0,,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,Winter,17.835,Clear
651,2012-10-12,4,1,Oct,0,,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,Winter,17.9375,Clear
652,2012-10-13,4,1,Oct,0,,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,Winter,16.126653,Clear
653,2012-10-14,4,1,Oct,0,,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,Winter,21.388347,Clear
654,2012-10-15,4,1,Oct,0,,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,Winter,23.028347,Mist
655,2012-10-16,4,1,Oct,0,,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,Winter,19.201653,Clear
656,2012-10-17,4,1,Oct,0,,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,Winter,18.689153,Clear
657,2012-10-18,4,1,Oct,0,,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,Winter,21.4225,Mist
658,2012-10-19,4,1,Oct,0,,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,Winter,23.096653,Mist
659,2012-10-20,4,1,Oct,0,,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,Winter,19.850847,Clear
660,2012-10-21,4,1,Oct,0,,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,Winter,19.030847,Clear
661,2012-10-22,4,1,Oct,0,,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,Winter,19.9875,Clear
662,2012-10-23,4,1,Oct,0,,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,Winter,22.310847,Clear
663,2012-10-24,4,1,Oct,0,,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,Winter,24.087500000000002,Clear
664,2012-10-25,4,1,Oct,0,,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,Winter,22.55,Mist
665,2012-10-26,4,1,Oct,0,,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,Winter,22.379153000000002,Mist
666,2012-10-27,4,1,Oct,0,,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,Winter,21.73,Mist
667,2012-10-28,4,1,Oct,0,,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,Winter,19.5775,Mist
668,2012-10-29,4,1,Oct,0,,1,3,0.44,0.4394,0.88,0.3582,2,20,22,Winter,18.04,Light Rain
669,2012-10-30,4,1,Oct,0,,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,Winter,13.045462,Mist
670,2012-10-31,4,1,Oct,0,,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,Winter,14.657499999999999,Mist
671,2012-11-01,4,1,Nov,0,,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,Winter,14.999153000000002,Mist
672,2012-11-02,4,1,Nov,0,,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,Winter,14.555,Clear
673,2012-11-03,4,1,Nov,0,,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,Winter,14.076653,Mist
674,2012-11-04,4,1,Nov,0,,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,Winter,13.359153,Clear
675,2012-11-05,4,1,Nov,0,,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,Winter,13.085847,Clear
676,2012-11-06,4,1,Nov,0,,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,Winter,11.514153,Clear
677,2012-11-07,4,1,Nov,0,,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,Winter,12.129153,Mist
678,2012-11-08,4,1,Nov,0,,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,Winter,14.439134,Clear
679,2012-11-09,4,1,Nov,0,,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,Winter,14.828347,Clear
680,2012-11-10,4,1,Nov,0,,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,Winter,15.955846999999999,Clear
681,2012-11-11,4,1,Nov,0,,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,Winter,17.254153000000002,Clear
682,2012-11-12,4,1,Nov,1,,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,Winter,19.884999999999998,Clear
683,2012-11-13,4,1,Nov,0,,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,Winter,14.076653,Mist
684,2012-11-14,4,1,Nov,0,,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,Winter,11.855847,Clear
685,2012-11-15,4,1,Nov,0,,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,Winter,13.188346999999998,Mist
686,2012-11-16,4,1,Nov,0,,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,Winter,14.145,Clear
687,2012-11-17,4,1,Nov,0,,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,Winter,13.325000000000001,Clear
688,2012-11-18,4,1,Nov,0,,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,Winter,14.0425,Clear
689,2012-11-19,4,1,Nov,0,,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,Winter,15.614152999999998,Mist
690,2012-11-20,4,1,Nov,0,,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,Winter,15.340847000000002,Mist
691,2012-11-21,4,1,Nov,0,,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,Winter,14.486653,Clear
692,2012-11-22,4,1,Nov,1,,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,Winter,13.940000000000001,Clear
693,2012-11-23,4,1,Nov,0,,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,Winter,15.101653,Clear
694,2012-11-24,4,1,Nov,0,,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,Winter,11.411653,Clear
695,2012-11-25,4,1,Nov,0,,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,Winter,10.079153,Clear
696,2012-11-26,4,1,Nov,0,,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,Winter,12.846652999999998,Clear
697,2012-11-27,4,1,Nov,0,,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,Winter,11.958347,Mist
698,2012-11-28,4,1,Nov,0,,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,Winter,12.163347,Clear
699,2012-11-29,4,1,Nov,0,,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,Winter,11.51567,Clear
700,2012-11-30,4,1,Nov,0,,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,Winter,12.231653000000001,Clear
701,2012-12-01,4,1,Dec,0,,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,Winter,12.231653000000001,Mist
702,2012-12-02,4,1,Dec,0,,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,Winter,14.247499999999999,Mist
703,2012-12-03,4,1,Dec,0,,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,Winter,18.552500000000002,Clear
704,2012-12-04,4,1,Dec,0,,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,Winter,19.509153,Clear
705,2012-12-05,4,1,Dec,0,,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,Winter,17.971653,Clear
706,2012-12-06,4,1,Dec,0,,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,Winter,10.489152999999998,Clear
707,2012-12-07,4,1,Dec,0,,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,Winter,13.154152999999999,Mist
708,2012-12-08,4,1,Dec,0,,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,Winter,15.648347,Mist
709,2012-12-09,4,1,Dec,0,,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,Winter,15.750846999999998,Mist
710,2012-12-10,4,1,Dec,0,,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,Winter,17.869153,Mist
711,2012-12-11,4,1,Dec,0,,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,Winter,14.486653,Mist
712,2012-12-12,4,1,Dec,0,,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,Winter,12.1975,Mist
713,2012-12-13,4,1,Dec,0,,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,Winter,12.129153,Clear
714,2012-12-14,4,1,Dec,0,,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,Winter,11.548347,Clear
715,2012-12-15,4,1,Dec,0,,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,Winter,13.290847,Clear
716,2012-12-16,4,1,Dec,0,,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,Winter,14.862499999999999,Mist
717,2012-12-17,4,1,Dec,0,,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,Winter,16.126653,Mist
718,2012-12-18,4,1,Dec,0,,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,Winter,16.844153,Clear
719,2012-12-19,4,1,Dec,0,,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,Winter,13.6325,Clear
720,2012-12-20,4,1,Dec,0,,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,Winter,13.530000000000001,Mist
721,2012-12-21,1,1,Dec,0,,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,Springer,13.393346999999999,Mist
722,2012-12-22,1,1,Dec,0,,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Springer,10.899153,Clear
723,2012-12-23,1,1,Dec,0,,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Springer,10.079153,Clear
724,2012-12-24,1,1,Dec,0,,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,Springer,9.483464,Mist
725,2012-12-25,1,1,Dec,1,,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,Springer,11.943464,Mist
726,2012-12-26,1,1,Dec,0,,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,Springer,9.976652999999999,Light Rain
727,2012-12-27,1,1,Dec,0,,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Springer,10.420846999999998,Mist
728,2012-12-28,1,1,Dec,0,,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,Springer,10.386652999999999,Mist
729,2012-12-29,1,1,Dec,0,,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Springer,10.386652999999999,Mist
730,2012-12-30,1,1,Dec,0,,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Springer,10.489152999999998,Clear
731,2012-12-31,1,1,Dec,0,,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Springer,8.849153,Mist
